East_m,North_m,Depth_m
568178.569,4469599.685,2.891
568178.004,4469599.084,2.911
568177.402,4469598.561,2.901
568176.784,4469598.097,2.932
568176.162,4469597.682,2.932
568175.646,4469597.293,2.954
568175.202,4469596.892,2.974
568174.812,4469596.468,3.039
568174.503,4469596.037,3.082
568082.547,4470781.595,1.026
568084.103,4470781.828,1.086
568084.014,4470781.502,1.086
568082.342,4470781.54,1.086
568082.766,4470781.591,1.086
568083.305,4470781.62,1.086
568083.004,4470781.589,1.096
568084.115,4470781.715,1.116
568083.836,4470780.875,1.126
568083.583,4470780.056,1.126
568083.372,4470779.661,1.126
568083.251,4470779.515,1.126
568082.429,4470783.389,1.132
568082.599,4470783.549,1.132
568083.918,4470781.181,1.146
568083.107,4470779.417,1.146
568082.956,4470779.355,1.146
568083.682,4470781.653,1.146
568083.602,4470782.281,1.152
568083.756,4470780.585,1.156
568083.669,4470780.281,1.156
568083.324,4470783.232,1.162
568083.368,4470783.217,1.162
568083.432,4470783.266,1.162
568085.281,4470783.675,1.162
568085.81,4470783.71,1.162
568083.474,4470781.716,1.162
568083.306,4470782.17,1.162
568082.308,4470782.834,1.162
568082.325,4470783.151,1.162
568083.478,4470779.844,1.176
568083.32,4470783.188,1.182
568083.502,4470783.34,1.182
568083.292,4470782.264,1.182
568083.453,4470782.328,1.182
568082.835,4470781.765,1.182
568086.158,4470784.206,1.182
568084.568,4470781.791,1.186
568083.365,4470781.99,1.192
568083.344,4470782.324,1.192
568083.808,4470782.177,1.192
568084.295,4470783.899,1.192
568085.205,4470784.006,1.192
568085.676,4470784.1,1.192
568085.048,4470781.854,1.206
568086.053,4470781.958,1.206
568087.084,4470781.997,1.206
568083.319,4470783.194,1.212
568084.787,4470783.632,1.212
568086.432,4470783.745,1.212
568087.672,4470783.827,1.212
568083.932,4470781.04,1.212
568084.353,4470781.931,1.212
568082.4,4470782.465,1.212
568082.84,4470783.661,1.212
568083.478,4470783.808,1.212
568087.507,4470784.416,1.212
568084.043,4470782.059,1.222
568084.75,4470781.816,1.222
568084.581,4470780.294,1.222
568083.138,4470781.453,1.222
568082.564,4470782.106,1.222
568083.878,4470783.856,1.222
568084.726,4470783.941,1.222
568087.075,4470784.361,1.222
568085.532,4470781.912,1.236
568084.351,4470783.587,1.242
568085.201,4470779.836,1.242
568083.687,4470781.386,1.242
568084.228,4470780.575,1.242
568083.496,4470781.16,1.242
568083.128,4470783.749,1.242
568086.57,4470781.99,1.246
568083.802,4470783.472,1.252
568084.006,4470783.546,1.252
568084.705,4470780.228,1.252
568084.3,4470780.631,1.252
568085.2,4470781.718,1.252
568085.426,4470779.658,1.252
568084.99,4470779.977,1.252
568086.623,4470784.294,1.252
568087.601,4470781.977,1.266
568083.642,4470783.405,1.272
568085.795,4470779.443,1.282
568083.845,4470780.876,1.282
568087.961,4470784.418,1.282
568088.281,4470783.836,1.302
568085.7,4470781.653,1.302
568087.562,4470781.677,1.312
568085.918,4470779.331,1.312
568088.1,4470781.933,1.326
568087.071,4470783.799,1.332
568086.276,4470781.608,1.332
568086.4,4470779.078,1.342
568086.893,4470781.643,1.362
568088.261,4470781.767,1.362
568086.451,4470779.007,1.362
568088.414,4470784.383,1.372
568087.068,4470778.721,1.402
568087.009,4470778.702,1.402
568088.599,4470781.86,1.416
568088.874,4470784.326,1.422
568088.857,4470783.849,1.432
568087.653,4470778.395,1.432
568087.744,4470778.381,1.452
568088.441,4470778.042,1.462
568089.073,4470781.743,1.486
568088.998,4470781.885,1.492
568088.311,4470778.127,1.492
568089.327,4470784.221,1.542
568089.429,4470783.808,1.572
568089.744,4470782.023,1.572
568089.784,4470784.09,1.572
568089.564,4470781.598,1.576
568089.002,4470777.922,1.582
568090.054,4470781.418,1.606
568090.004,4470783.722,1.612
568089.117,4470777.721,1.632
568090.506,4470781.228,1.636
568090.534,4470782.148,1.662
568090.558,4470783.565,1.672
568090.253,4470783.929,1.692
568090.721,4470783.773,1.692
568090.975,4470781.006,1.696
568091.134,4470783.364,1.702
568089.83,4470777.374,1.702
568089.664,4470777.722,1.702
568091.233,4470783.61,1.702
568091.429,4470780.74,1.726
568090.361,4470777.54,1.762
568091.87,4470780.469,1.776
568090.518,4470777.019,1.812
568091.337,4470782.241,1.822
568091.788,4470783.445,1.842
568091.22,4470776.647,1.882
568091.055,4470777.346,1.882
568092.291,4470780.198,1.896
568091.721,4470783.109,1.912
568092.345,4470782.803,1.912
568092.373,4470783.332,1.932
568092.15,4470782.266,1.942
568092.691,4470779.913,1.966
568092.599,4470775.955,1.972
568091.756,4470777.108,1.992
568092.927,4470782.463,2.002
568091.891,4470776.301,2.002
568092.953,4470782.251,2.002
568092.978,4470783.194,2.052
568093.854,4470779.13,2.056
568093.506,4470782.126,2.082
568092.498,4470776.835,2.082
568095.075,4470771.804,2.086
568094.031,4470775.298,2.092
568093.316,4470775.619,2.092
568094.088,4470781.741,2.122
568093.768,4470782.175,2.122
568093.552,4470783.032,2.122
568095.851,4470771.858,2.136
568094.236,4470778.925,2.136
568099.366,4470775.637,2.146
568096.551,4470771.973,2.146
568094.872,4470775.693,2.152
568098.046,4470772.77,2.166
568094.048,4470776.129,2.172
568093.257,4470776.516,2.172
568097.639,4470772.418,2.176
568094.638,4470782.606,2.182
568098.912,4470774.311,2.196
568096.332,4470778.138,2.196
568095.689,4470775.287,2.202
568097.143,4470772.165,2.206
568094.622,4470778.774,2.206
568095.485,4470774.672,2.212
568094.756,4470774.979,2.212
568094.564,4470782.078,2.212
568094.104,4470782.843,2.212
568099.15,4470774.954,2.226
568095.034,4470778.604,2.226
568095.473,4470778.454,2.226
568094.645,4470781.405,2.232
568095.327,4470781.995,2.232
568096.096,4470781.926,2.232
568098.689,4470773.72,2.236
568095.173,4470782.319,2.262
568099.577,4470776.357,2.266
568096.779,4470777.992,2.266
568097.205,4470777.864,2.266
568098.08,4470777.643,2.266
568095.899,4470778.283,2.286
568097.643,4470777.731,2.286
568095.205,4470781.02,2.292
568096.755,4470779.898,2.292
568097.622,4470773.793,2.292
568096.913,4470774.088,2.292
568097.909,4470774.585,2.292
568099.795,4470777.119,2.296
568098.312,4470773.507,2.302
568095.689,4470781.997,2.302
568096.221,4470781.644,2.302
568100.044,4470777.879,2.316
568098.999,4470773.201,2.322
568099.781,4470774.307,2.322
568098.543,4470777.55,2.326
568100.993,4470772.26,2.332
568100.378,4470774.191,2.332
568098.562,4470774.494,2.332
568097.224,4470774.72,2.332
568096.477,4470774.963,2.332
568100.287,4470778.714,2.346
568098.981,4470777.488,2.346
568100.323,4470772.588,2.352
568099.438,4470777.405,2.356
568100.381,4470777.249,2.356
568101.363,4470777.107,2.356
568095.715,4470780.655,2.362
568099.187,4470774.401,2.362
568097.22,4470780.829,2.362
568099.903,4470777.327,2.376
568100.872,4470777.185,2.376
568099.664,4470772.896,2.382
568096.834,4470781.855,2.382
568120.989,4470763.678,2.382
568101.87,4470777.035,2.386
568097.574,4470781.809,2.392
568099.471,4470778.725,2.392
568110.13,4470768.514,2.392
568172.767,4470749.825,2.406
568101.682,4470771.916,2.412
568099.044,4470781.671,2.412
568100.937,4470774.052,2.412
568096.717,4470781.271,2.412
568101.404,4470782.389,2.416
568102.397,4470776.96,2.416
568097.697,4470780.399,2.422
568173.14,4470749.761,2.436
568102.534,4470776.136,2.442
568099.947,4470778.328,2.442
568101.702,4470783.359,2.446
568102.946,4470776.885,2.446
568167.752,4470750.519,2.446
568172.314,4470749.882,2.446
568101.256,4470776.699,2.452
568172.172,4470751.111,2.452
568102.451,4470771.567,2.452
568101.539,4470773.844,2.452
568102.456,4470771.41,2.452
568103.495,4470776.826,2.466
568109.721,4470775.821,2.466
568168.853,4470750.322,2.466
568169.934,4470750.166,2.466
568171.408,4470750.006,2.466
568171.89,4470749.925,2.466
568173.846,4470749.551,2.466
568096.243,4470780.266,2.472
568097.26,4470779.513,2.472
568098.24,4470778.764,2.472
568100.683,4470777.013,2.472
568098.314,4470781.751,2.472
568102.137,4470773.576,2.472
568106.773,4470769.301,2.472
568102.994,4470771.101,2.472
568108.441,4470776.291,2.476
568110.334,4470775.516,2.476
568163.415,4470751.166,2.476
568168.306,4470750.423,2.476
568169.404,4470750.239,2.476
568170.446,4470750.121,2.476
568170.929,4470750.062,2.476
568174.148,4470749.431,2.476
568098.72,4470778.392,2.482
568099.208,4470778.017,2.482
568099.684,4470777.668,2.482
568101.858,4470776.42,2.482
568103.271,4470771.235,2.482
568106.615,4470770.024,2.482
568102.769,4470773.236,2.482
568100.45,4470777.977,2.482
568100.966,4470777.6,2.482
568101.508,4470777.224,2.482
568104.045,4470770.394,2.482
568103.523,4470770.727,2.482
568104.082,4470776.769,2.496
568104.668,4470776.747,2.496
568105.254,4470776.733,2.496
568109.09,4470776.073,2.496
568167.18,4470750.616,2.496
568173.518,4470749.667,2.496
568174.827,4470748.532,2.496
568100.184,4470777.333,2.502
568103.203,4470775.874,2.502
568107.022,4470774.512,2.502
568171.855,4470751.421,2.502
568172.801,4470750.156,2.502
568172.883,4470749.5,2.502
568105.011,4470770.637,2.502
568106.088,4470770.563,2.502
568099.02,4470779.12,2.502
568102.056,4470776.838,2.502
568102.611,4470776.47,2.502
568172.21,4470749.327,2.502
568104.563,4470770.151,2.502
568100.505,4470779.358,2.502
568098.393,4470773.197,2.506
568105.85,4470776.708,2.506
568107.126,4470776.573,2.506
568097.755,4470779.135,2.512
568169.45,4470752.978,2.512
568172.866,4470749.844,2.512
568172.835,4470749.138,2.512
568105.888,4470770.383,2.512
568104.129,4470770.92,2.512
568099.77,4470781.562,2.512
568101.099,4470781.252,2.512
568167.852,4470750.929,2.512
568168.998,4470750.439,2.512
568170.027,4470749.866,2.512
568171.797,4470748.588,2.512
568172.081,4470749.636,2.512
568172.21,4470748.311,2.512
568106.181,4470769.504,2.512
568105.621,4470769.717,2.512
568105.082,4470769.935,2.512
568107.791,4470776.456,2.526
568110.885,4470775.21,2.526
568162.914,4470751.283,2.526
568174.72,4470748.415,2.526
568103.931,4470775.568,2.532
568110.263,4470773.408,2.532
568169.257,4470748.616,2.532
568163.5,4470750.464,2.532
568108.379,4470769.748,2.532
568106.745,4470770.145,2.532
568101.705,4470781.056,2.532
568168.43,4470750.708,2.532
568169.537,4470750.155,2.532
568171.546,4470748.808,2.532
568109.363,4470767.81,2.532
568107.703,4470769.027,2.532
568105.489,4470771.123,2.532
568098.14,4470779.965,2.532
568098.587,4470779.527,2.532
568103.156,4470776.121,2.532
568171.859,4470749.93,2.532
568172.286,4470748.999,2.532
568101.83,4470778.84,2.532
568104.083,4470789.727,2.536
568103.189,4470787.676,2.536
568102.31,4470785.195,2.536
568106.487,4470776.644,2.536
568114.064,4470773.738,2.536
568108.641,4470773.991,2.542
568165.094,4470754.527,2.542
568172.446,4470750.783,2.542
568163.012,4470750.602,2.542
568170.884,4470749.298,2.542
568171.973,4470748.391,2.542
568108.796,4470768.171,2.542
568108.24,4470768.577,2.542
568107.162,4470769.512,2.542
568108.735,4470772.705,2.542
568109.906,4470772.094,2.542
568170.294,4470751.004,2.542
568170.769,4470750.752,2.542
568171.18,4470750.481,2.542
568171.559,4470750.21,2.542
568172.285,4470748.655,2.542
568101.175,4470779.1,2.542
568102.892,4470786.872,2.556
568102.601,4470786.059,2.556
568111.9,4470774.608,2.556
568115.99,4470772.903,2.556
568162.402,4470751.4,2.556
568166.04,4470750.795,2.556
568171.009,4470752.059,2.562
568165.579,4470749.882,2.562
568162.525,4470750.756,2.562
568109.13,4470769.57,2.562
568107.573,4470769.939,2.562
568171.238,4470749.047,2.562
568172.044,4470748.177,2.562
568103.44,4470772.816,2.562
568106.497,4470774.084,2.562
568107.605,4470773.379,2.562
568108.159,4470773.034,2.562
568109.309,4470772.39,2.562
568164.582,4470752.403,2.562
568108.063,4470768.927,2.562
568107.395,4470769.104,2.562
568102.499,4470778.536,2.562
568103.163,4470778.229,2.562
568103.498,4470788.372,2.566
568102.018,4470784.285,2.566
568112.333,4470774.353,2.566
568115.021,4470773.406,2.566
568117.651,4470771.564,2.566
568163.918,4470751.085,2.566
568165.492,4470750.858,2.566
568173.645,4470748.03,2.566
568104.681,4470775.285,2.572
568168.889,4470753.257,2.572
568170.517,4470752.383,2.572
568172.767,4470748.748,2.572
568169.704,4470748.38,2.572
568111.263,4470769.078,2.572
568109.855,4470769.414,2.572
568163.717,4470750.973,2.572
568167.177,4470747.709,2.572
568110.461,4470767.348,2.572
568103.717,4470775.754,2.572
568111.781,4470771.319,2.572
568168.618,4470751.581,2.572
568169.766,4470751.231,2.572
568108.739,4470768.759,2.572
568103.794,4470777.913,2.572
568103.787,4470789.083,2.586
568113.603,4470773.854,2.586
568115.507,4470773.177,2.586
568118.472,4470770.945,2.586
568173.961,4470748.017,2.586
568109.448,4470773.709,2.592
568111.022,4470773.062,2.592
568172.197,4470747.946,2.592
568111.987,4470768.88,2.592
568110.561,4470769.253,2.592
568100.447,4470781.425,2.592
568103.882,4470780.052,2.592
568121.935,4470763.449,2.592
568111.536,4470767.144,2.592
568109.915,4470767.537,2.592
568104.267,4470775.413,2.592
568107.048,4470773.741,2.592
568110.527,4470771.812,2.592
568111.161,4470771.55,2.592
568163.986,4470752.454,2.592
568168.096,4470748.631,2.592
568166.226,4470750.024,2.592
568163.461,4470751.844,2.592
568111.497,4470768.304,2.592
568110.814,4470768.414,2.592
568112.761,4470774.152,2.596
568113.175,4470773.996,2.596
568160.803,4470751.81,2.596
568174.592,4470749.138,2.596
568174.746,4470748.975,2.596
568174.848,4470748.682,2.596
568172.949,4470748.151,2.596
568133.931,4470753.665,2.596
568106.225,4470774.758,2.602
568107.837,4470774.253,2.602
568163.013,4470755.354,2.602
568164.058,4470754.902,2.602
568167.242,4470753.902,2.602
568172.664,4470750.467,2.602
568166.098,4470749.758,2.602
568104.363,4470779.751,2.602
568108.703,4470776.379,2.602
568109.163,4470776.028,2.602
568162.687,4470750.613,2.602
568170.73,4470747.315,2.602
568110.996,4470767.227,2.602
568105.927,4470774.422,2.602
568167.428,4470751.842,2.602
568169.208,4470751.422,2.602
568167.517,4470749.07,2.602
568165.541,4470750.525,2.602
568112.178,4470768.193,2.602
568109.433,4470768.632,2.602
568104.412,4470777.57,2.602
568114.543,4470773.601,2.616
568120.367,4470770.079,2.616
568120.873,4470769.925,2.616
568121.894,4470769.607,2.616
568174.831,4470748.815,2.616
568174.205,4470748.068,2.616
568105.43,4470775.03,2.622
568113.102,4470771.873,2.622
568163.54,4470755.116,2.622
568168.826,4470748.831,2.622
568167.545,4470749.326,2.622
568165.051,4470750.009,2.622
568112.738,4470768.673,2.622
568102.282,4470780.838,2.622
568102.838,4470780.604,2.622
568103.373,4470780.33,2.622
568104.848,4470779.43,2.622
568105.277,4470779.139,2.622
568106.144,4470778.485,2.622
568106.576,4470778.152,2.622
568109.629,4470775.704,2.622
568110.649,4470775.116,2.622
568172.101,4470747.989,2.622
568171.107,4470747.371,2.622
568112.073,4470767.081,2.622
568104.82,4470775.075,2.622
568105.379,4470774.743,2.622
568166.865,4470751.97,2.622
568168.651,4470748.21,2.622
568164.131,4470751.455,2.622
568104.999,4470777.204,2.622
568119.383,4470770.45,2.626
568119.87,4470770.258,2.626
568122.901,4470769.24,2.626
568124.998,4470768.331,2.626
568112.457,4470772.283,2.632
568167.796,4470753.701,2.632
568169.992,4470752.692,2.632
568171.46,4470751.738,2.632
568167.992,4470749.174,2.632
568113.518,4470768.45,2.632
568105.72,4470778.807,2.632
568108.266,4470776.737,2.632
568110.135,4470775.401,2.632
568163.193,4470750.789,2.632
568166.656,4470751.233,2.632
568167.254,4470751.113,2.632
568114.884,4470766.218,2.632
568113.159,4470766.86,2.632
568112.603,4470766.989,2.632
568104.853,4470771.723,2.632
568112.457,4470771.089,2.632
568113.164,4470770.918,2.632
568112.85,4470768.07,2.632
568118.05,4470771.231,2.646
568118.914,4470770.674,2.646
568121.393,4470769.76,2.646
568123.409,4470769.036,2.646
568125.98,4470767.78,2.646
568160.247,4470751.898,2.646
568172.576,4470748.284,2.646
568172.215,4470748.408,2.646
568113.728,4470771.435,2.652
568170.607,4470747.988,2.652
568170.156,4470748.156,2.652
568168.408,4470749.017,2.652
568167.086,4470749.476,2.652
568107.416,4470777.46,2.652
568107.837,4470777.1,2.652
568111.179,4470774.86,2.652
568111.725,4470774.6,2.652
568168.323,4470747.469,2.652
568166.601,4470747.873,2.652
568114.312,4470766.451,2.652
568169.214,4470747.823,2.652
568122.408,4470769.428,2.656
568124.464,4470768.585,2.656
568166.607,4470750.702,2.656
568174.612,4470748.265,2.656
568174.433,4470748.155,2.656
568164.576,4470754.704,2.662
568172.651,4470748.407,2.662
568172.459,4470748.135,2.662
568114.307,4470768.206,2.662
568106.999,4470777.806,2.662
568112.29,4470774.354,2.662
568114.635,4470773.377,2.662
568117.893,4470771.721,2.662
568170.326,4470747.292,2.662
568113.729,4470766.675,2.662
568113.903,4470770.769,2.662
568170.859,4470747.075,2.662
568170.334,4470747.224,2.662
568162.827,4470752.196,2.662
568113.497,4470767.943,2.662
568123.939,4470768.822,2.676
568125.503,4470768.059,2.676
568126.428,4470767.507,2.676
568159.707,4470751.955,2.676
568114.324,4470771.011,2.682
568171.864,4470747.845,2.682
568171.044,4470747.877,2.682
568118.303,4470766.762,2.682
568115.944,4470767.668,2.682
568112.87,4470774.113,2.682
568113.46,4470773.876,2.682
568118.4,4470771.428,2.682
568171.899,4470747.674,2.682
568171.43,4470747.443,2.682
568169.856,4470747.294,2.682
568117.607,4470765.025,2.682
568117.091,4470765.267,2.682
568165.177,4470752.328,2.682
568172.101,4470747.939,2.682
568114.749,4470767.626,2.682
568114.144,4470767.8,2.682
568126.859,4470767.201,2.686
568129.934,4470764.672,2.686
568115.466,4470770.197,2.692
568116.577,4470769.396,2.692
568117.126,4470768.998,2.692
568118.73,4470767.771,2.692
568119.261,4470767.416,2.692
568119.801,4470767.081,2.692
568120.951,4470766.444,2.692
568122.102,4470765.8,2.692
568122.38,4470764.86,2.692
568119.678,4470766.162,2.692
568119.007,4470766.469,2.692
568115.128,4470767.951,2.692
568114.058,4470773.626,2.692
568117.375,4470772.007,2.692
568164.283,4470751.149,2.692
568172.018,4470747.821,2.692
568169.371,4470747.328,2.692
568167.754,4470747.581,2.692
568122.381,4470763.351,2.692
568118.584,4470764.578,2.692
568118.096,4470764.797,2.692
568116.562,4470765.503,2.692
568115.464,4470765.98,2.692
568114.656,4470770.657,2.692
568115.406,4470770.576,2.692
568116.157,4470770.506,2.692
568117.64,4470770.418,2.692
568168.023,4470751.716,2.692
568171.91,4470747.59,2.692
568171.668,4470747.277,2.692
568121.895,4470764.056,2.692
568117.307,4470766.575,2.692
568114.896,4470770.593,2.712
568117.673,4470768.573,2.712
568123.189,4470765.192,2.712
568165.613,4470754.371,2.712
568171.485,4470747.82,2.712
568117.562,4470767.067,2.712
568116.768,4470767.367,2.712
568115.76,4470772.835,2.712
568116.3,4470772.566,2.712
