Latitude_WGS84,Longitude_WGS84,Elev_m_NAVD88
41.356457,-84.146960,192.43
41.356450,-84.146967,192.46
41.356440,-84.146976,192.50
41.356433,-84.146983,192.50
41.356426,-84.146990,192.50
41.356414,-84.147002,192.54
41.356407,-84.147009,192.58
41.356399,-84.147017,192.62
41.356390,-84.147025,192.63
41.356383,-84.147032,192.65
41.356375,-84.147040,192.64
41.356368,-84.147047,192.60
41.356361,-84.147054,192.61
41.356355,-84.147060,192.56
41.356348,-84.147066,192.54
41.356343,-84.147072,192.54
41.356337,-84.147077,192.53
41.356331,-84.147083,192.45
41.356325,-84.147089,192.44
41.356318,-84.147096,192.41
41.356313,-84.147101,192.46
41.356307,-84.147107,192.40
41.356300,-84.147113,192.46
41.356294,-84.147120,192.43
41.356289,-84.147125,192.52
41.356283,-84.147131,192.61
41.356278,-84.147136,192.65
41.356273,-84.147142,192.71
41.356268,-84.147147,192.76
41.356263,-84.147151,192.70
41.356258,-84.147157,192.77
41.356252,-84.147163,192.64
41.356248,-84.147168,192.68
41.356242,-84.147174,192.65
41.356236,-84.147181,192.65
41.356231,-84.147186,192.64
41.356226,-84.147191,192.68
41.356219,-84.147199,192.67
41.356213,-84.147206,192.63
41.356208,-84.147211,192.66
41.356204,-84.147215,192.68
41.356199,-84.147220,192.73
41.356195,-84.147224,192.65
41.356190,-84.147227,192.64
41.356187,-84.147229,192.61
41.356183,-84.147231,192.62
41.356178,-84.147233,192.67
41.356175,-84.147234,192.70
41.351525,-84.142716,192.78
41.351525,-84.142717,192.77
41.351525,-84.142718,192.77
41.351525,-84.142719,192.76
41.351525,-84.142720,192.78
41.351525,-84.142722,192.78
41.351525,-84.142724,192.78
41.351525,-84.142726,192.75
41.351524,-84.142728,192.80
41.351524,-84.142730,192.82
41.351524,-84.142732,192.79
41.351524,-84.142735,192.89
41.351524,-84.142738,192.94
41.351525,-84.142741,192.96
41.351525,-84.142745,192.92
41.351526,-84.142749,192.61
41.351526,-84.142754,192.58
41.351528,-84.142759,192.52
41.351529,-84.142764,192.53
41.351531,-84.142769,192.51
41.351534,-84.142775,192.56
41.351537,-84.142781,192.58
41.351540,-84.142788,192.60
41.351543,-84.142793,192.62
41.351549,-84.142801,192.58
41.351554,-84.142807,192.48
41.351560,-84.142813,192.50
41.351565,-84.142819,192.49
41.351571,-84.142825,192.50
41.351578,-84.142831,192.52
41.351584,-84.142837,192.54
41.351590,-84.142843,192.51
41.351597,-84.142849,192.53
41.351604,-84.142855,192.48
41.351612,-84.142860,192.43
41.351619,-84.142866,192.40
41.351627,-84.142872,192.36
41.351634,-84.142878,192.36
41.351641,-84.142882,192.30
41.351649,-84.142887,192.41
41.351660,-84.142894,192.35
41.351667,-84.142898,192.32
41.351676,-84.142904,192.33
41.351684,-84.142909,192.30
41.351692,-84.142913,192.31
41.351702,-84.142919,192.32
41.351712,-84.142925,192.32
41.351721,-84.142931,192.32
41.351732,-84.142937,192.31
41.351743,-84.142943,192.24
41.351754,-84.142950,192.27
41.351764,-84.142956,192.28
41.351777,-84.142963,192.32
41.351789,-84.142970,192.33
41.351801,-84.142977,192.35
41.351811,-84.142983,192.33
41.351823,-84.142989,192.33
41.351835,-84.142996,192.33
41.351847,-84.143003,192.35
41.351859,-84.143010,192.35
41.351871,-84.143017,192.39
41.351883,-84.143024,192.35
41.351893,-84.143029,192.38
41.351905,-84.143036,192.39
41.351917,-84.143042,192.38
41.351931,-84.143050,192.40
41.351942,-84.143056,192.36
41.351955,-84.143062,192.36
41.351967,-84.143069,192.32
41.351979,-84.143076,192.35
41.351992,-84.143082,192.33
41.352004,-84.143088,192.38
41.352016,-84.143094,192.30
41.352030,-84.143102,192.25
41.352042,-84.143107,192.22
41.352055,-84.143114,192.21
41.352067,-84.143120,192.21
41.352084,-84.143128,192.20
41.352098,-84.143134,192.19
41.352112,-84.143140,192.18
41.352126,-84.143146,192.21
41.352140,-84.143152,192.18
41.352153,-84.143158,192.18
41.352167,-84.143164,192.21
41.352179,-84.143169,192.23
41.352197,-84.143177,192.27
41.352211,-84.143184,192.59
41.352223,-84.143190,192.16
41.352235,-84.143196,192.16
41.352249,-84.143203,192.12
41.352263,-84.143210,192.17
41.352277,-84.143217,192.22
41.352288,-84.143224,192.27
41.352301,-84.143232,192.28
41.352314,-84.143239,192.28
41.352327,-84.143247,192.31
41.352339,-84.143253,192.33
41.352352,-84.143261,192.40
41.352367,-84.143269,192.44
41.352381,-84.143277,192.54
41.352394,-84.143285,192.52
41.352403,-84.143291,192.53
41.352417,-84.143298,192.64
41.352428,-84.143305,192.59
41.352441,-84.143313,192.60
41.352453,-84.143320,192.54
41.352465,-84.143327,192.51
41.352478,-84.143334,192.46
41.352490,-84.143341,192.46
41.352502,-84.143347,192.34
41.352515,-84.143355,192.28
41.352529,-84.143362,192.21
41.352540,-84.143368,192.22
41.352554,-84.143375,192.26
41.352568,-84.143382,192.42
41.352579,-84.143388,192.30
41.352591,-84.143394,192.29
41.352603,-84.143400,192.30
41.352615,-84.143405,192.27
41.352634,-84.143415,192.21
41.352649,-84.143422,192.25
41.352663,-84.143429,192.27
41.352677,-84.143435,192.30
41.352691,-84.143442,192.32
41.352703,-84.143448,192.34
41.352716,-84.143455,192.31
41.352728,-84.143461,192.26
41.352740,-84.143466,192.34
41.352754,-84.143473,192.39
41.352768,-84.143480,192.42
41.352785,-84.143488,192.40
41.352799,-84.143494,192.58
41.352813,-84.143501,192.43
41.352823,-84.143506,192.46
41.352835,-84.143511,192.41
41.352851,-84.143518,192.41
41.352863,-84.143524,192.45
41.352875,-84.143530,192.50
41.352887,-84.143535,192.46
41.352900,-84.143541,192.43
41.352912,-84.143546,192.48
41.352926,-84.143553,192.53
41.352938,-84.143558,192.48
41.352950,-84.143564,192.44
41.352963,-84.143569,192.35
41.352975,-84.143575,192.55
41.352985,-84.143580,192.33
41.353001,-84.143587,192.22
41.353013,-84.143592,192.31
41.353027,-84.143599,192.28
41.353043,-84.143606,192.28
41.353055,-84.143612,192.25
41.353069,-84.143619,192.29
41.353081,-84.143625,192.28
41.353095,-84.143632,192.26
41.353108,-84.143638,192.26
41.353121,-84.143645,192.23
41.353135,-84.143652,192.22
41.353148,-84.143658,192.19
41.353165,-84.143667,192.23
41.353177,-84.143673,192.14
41.353191,-84.143680,192.12
41.353205,-84.143687,192.20
41.353217,-84.143694,192.14
41.353230,-84.143701,192.18
41.353244,-84.143708,192.05
41.353256,-84.143715,192.07
41.353266,-84.143720,192.05
41.353276,-84.143726,192.07
41.353286,-84.143732,192.07
41.353298,-84.143739,192.05
41.353310,-84.143745,192.05
41.353320,-84.143751,192.04
41.353332,-84.143758,192.19
41.353344,-84.143765,192.17
41.353354,-84.143771,192.06
41.353366,-84.143778,191.99
41.353376,-84.143784,192.05
41.353388,-84.143790,192.05
41.353402,-84.143798,192.09
41.353413,-84.143805,192.10
41.353425,-84.143812,192.10
41.353437,-84.143820,192.12
41.353447,-84.143826,192.07
41.353458,-84.143832,192.03
41.353468,-84.143838,192.04
41.353478,-84.143845,192.06
41.353488,-84.143851,192.10
41.353498,-84.143857,192.04
41.353513,-84.143867,191.93
41.353522,-84.143873,191.97
41.353532,-84.143880,192.01
41.353544,-84.143887,192.00
41.353555,-84.143895,191.97
41.353565,-84.143902,191.97
41.353575,-84.143909,191.97
41.353586,-84.143917,191.94
41.353596,-84.143924,191.92
41.353608,-84.143931,191.92
41.353617,-84.143938,191.91
41.353629,-84.143946,191.87
41.353641,-84.143953,191.85
41.353651,-84.143960,191.85
41.353663,-84.143968,191.82
41.353673,-84.143974,191.77
41.353684,-84.143982,191.77
41.353696,-84.143990,191.76
41.353706,-84.143996,191.75
41.353716,-84.144003,191.76
41.353727,-84.144011,191.74
41.353738,-84.144019,191.76
41.353750,-84.144027,191.76
41.353760,-84.144034,191.76
41.353771,-84.144041,191.78
41.353782,-84.144049,191.80
41.353792,-84.144056,191.79
41.353802,-84.144062,191.79
41.353813,-84.144070,191.80
41.353823,-84.144076,191.79
41.353835,-84.144084,191.80
41.353845,-84.144090,191.86
41.353856,-84.144098,191.87
41.353866,-84.144105,191.84
41.353877,-84.144113,191.84
41.353889,-84.144120,191.85
41.353898,-84.144127,191.82
41.353907,-84.144133,192.00
41.353918,-84.144141,191.86
41.353929,-84.144149,191.93
41.353940,-84.144157,191.88
41.353950,-84.144164,191.80
41.353961,-84.144172,191.82
41.353971,-84.144178,191.81
41.353982,-84.144187,191.87
41.353992,-84.144194,191.67
41.354003,-84.144202,191.64
41.354014,-84.144210,191.57
41.354024,-84.144217,191.59
41.354034,-84.144224,191.61
41.354046,-84.144234,191.62
41.354058,-84.144242,191.65
41.354069,-84.144250,191.66
41.354078,-84.144257,191.68
41.354090,-84.144266,191.71
41.354101,-84.144274,191.74
41.354110,-84.144281,191.77
41.354122,-84.144289,191.91
41.354131,-84.144296,191.74
41.354142,-84.144304,191.77
41.354152,-84.144311,191.81
41.354163,-84.144319,191.79
41.354174,-84.144327,191.79
41.354184,-84.144335,191.75
41.354195,-84.144343,191.86
41.354206,-84.144351,191.61
41.354215,-84.144358,191.66
41.354226,-84.144367,191.70
41.354235,-84.144374,191.70
41.354246,-84.144383,191.70
41.354256,-84.144391,191.70
41.354265,-84.144398,191.70
41.354277,-84.144408,191.69
41.354287,-84.144416,191.68
41.354297,-84.144425,191.70
41.354307,-84.144433,191.69
41.354317,-84.144442,191.68
41.354328,-84.144451,191.65
41.354336,-84.144457,191.66
41.354348,-84.144467,191.65
41.354358,-84.144475,191.64
41.354369,-84.144484,191.63
41.354378,-84.144491,191.63
41.354389,-84.144500,191.63
41.354402,-84.144512,191.63
41.354413,-84.144521,191.61
41.354422,-84.144528,191.61
41.354433,-84.144537,191.61
41.354442,-84.144545,191.59
41.354454,-84.144556,191.57
41.354463,-84.144565,191.57
41.354472,-84.144574,191.57
41.354480,-84.144584,191.54
41.354487,-84.144592,191.53
41.354493,-84.144600,191.56
41.354500,-84.144609,191.53
41.354155,-84.145112,192.86
41.354156,-84.145115,192.83
41.354158,-84.145119,193.03
41.354159,-84.145121,192.82
41.354161,-84.145123,192.88
41.354163,-84.145126,193.05
41.354164,-84.145128,192.97
41.354167,-84.145129,193.20
41.354169,-84.145131,193.20
41.354171,-84.145133,193.18
41.354173,-84.145134,193.15
41.354175,-84.145135,193.04
41.354178,-84.145136,193.01
41.354180,-84.145136,192.99
41.354183,-84.145137,192.99
41.354186,-84.145137,192.87
41.354190,-84.145135,192.85
41.354194,-84.145133,193.09
41.354198,-84.145129,193.24
41.354203,-84.145125,192.63
41.354207,-84.145120,192.59
41.354213,-84.145113,192.60
41.354218,-84.145106,192.56
41.354223,-84.145099,192.63
41.354229,-84.145090,192.60
41.354234,-84.145081,192.57
41.354239,-84.145071,192.50
41.354246,-84.145061,192.43
41.354252,-84.145050,192.36
41.354258,-84.145040,192.29
41.354265,-84.145027,192.20
41.354272,-84.145017,192.12
41.354280,-84.145005,192.06
41.354286,-84.144995,192.00
41.354291,-84.144987,191.95
41.354299,-84.144975,191.92
41.354305,-84.144966,191.90
41.354313,-84.144954,191.87
41.354320,-84.144943,191.82
41.354326,-84.144934,191.79
41.354334,-84.144923,191.75
41.354341,-84.144912,191.69
41.354348,-84.144902,191.63
41.354355,-84.144893,191.59
41.354362,-84.144884,191.56
41.354369,-84.144874,191.56
41.354376,-84.144865,191.55
41.354383,-84.144856,191.57
41.354389,-84.144847,191.62
41.354400,-84.144832,191.65
41.354409,-84.144821,191.68
41.354415,-84.144812,191.69
41.354423,-84.144802,191.69
41.354430,-84.144793,191.67
41.354438,-84.144782,191.68
41.354447,-84.144772,191.66
41.354455,-84.144762,191.65
41.354462,-84.144753,191.65
41.354470,-84.144743,191.65
41.354477,-84.144735,191.66
41.354486,-84.144724,191.60
41.354494,-84.144714,191.61
41.354503,-84.144704,191.61
41.354511,-84.144694,191.60
41.354518,-84.144686,191.55
41.354527,-84.144676,191.55
41.354535,-84.144666,191.53
41.354543,-84.144657,191.51
41.354552,-84.144646,191.53
41.354561,-84.144636,191.46
41.354569,-84.144625,191.47
41.354579,-84.144614,191.41
41.354586,-84.144605,191.39
41.354597,-84.144594,191.36
41.354605,-84.144584,191.33
41.354612,-84.144576,191.33
41.354622,-84.144565,191.26
41.354629,-84.144556,191.26
41.354637,-84.144547,191.21
41.354644,-84.144537,191.16
41.354651,-84.144529,191.10
41.354658,-84.144519,191.08
41.354667,-84.144509,191.03
41.354674,-84.144500,190.98
41.354681,-84.144491,190.90
41.354688,-84.144482,190.90
41.354696,-84.144472,190.93
41.354703,-84.144463,190.85
41.354711,-84.144454,190.94
41.354719,-84.144443,190.96
41.354726,-84.144434,190.99
41.354732,-84.144427,191.01
41.354742,-84.144415,191.04
41.354748,-84.144408,191.10
41.354756,-84.144397,191.26
41.354763,-84.144388,191.17
41.354770,-84.144379,191.16
41.354777,-84.144370,191.14
41.354784,-84.144361,191.12
41.354790,-84.144354,191.07
41.354798,-84.144343,191.16
41.354803,-84.144337,191.14
41.354814,-84.144324,191.12
41.354820,-84.144316,191.18
41.354829,-84.144306,190.99
41.354836,-84.144298,190.95
41.354844,-84.144288,190.92
41.354852,-84.144279,190.94
41.354859,-84.144270,190.87
41.354866,-84.144262,190.84
41.354875,-84.144252,190.88
41.354882,-84.144243,190.89
41.354890,-84.144234,190.85
41.354897,-84.144225,190.89
41.354905,-84.144216,191.00
41.354912,-84.144208,191.22
41.354919,-84.144199,191.29
41.354927,-84.144189,191.56
41.354933,-84.144180,191.74
41.354942,-84.144168,191.61
41.354950,-84.144157,191.71
41.354956,-84.144149,191.65
41.354963,-84.144140,191.73
41.354968,-84.144134,191.85
41.354973,-84.144127,191.91
41.354977,-84.144121,191.96
41.354982,-84.144113,191.92
41.354987,-84.144106,192.05
41.354991,-84.144099,192.03
41.354996,-84.144092,192.13
41.355000,-84.144084,192.23
41.355004,-84.144077,192.29
41.355008,-84.144071,192.32
41.355011,-84.144063,192.36
41.355013,-84.144058,192.43
41.355016,-84.144051,192.47
41.355018,-84.144046,192.47
41.355020,-84.144041,192.53
41.355021,-84.144036,192.52
41.355023,-84.144032,192.68
41.355024,-84.144028,192.68
41.355025,-84.144024,192.63
41.348365,-84.142795,193.30
41.348366,-84.142796,193.30
41.348366,-84.142797,193.32
41.348367,-84.142798,193.33
41.348368,-84.142799,193.34
41.348368,-84.142799,193.33
41.348369,-84.142800,193.33
41.348370,-84.142801,193.32
41.348370,-84.142802,193.33
41.348371,-84.142803,193.33
41.348372,-84.142805,193.31
41.348373,-84.142806,193.30
41.348374,-84.142808,193.34
41.348375,-84.142810,193.31
41.348376,-84.142813,193.33
41.348378,-84.142816,193.30
41.348380,-84.142819,193.28
41.348381,-84.142822,193.28
41.348384,-84.142827,193.25
41.348387,-84.142831,193.25
41.348389,-84.142834,193.19
41.348392,-84.142839,193.24
41.348395,-84.142842,193.24
41.348401,-84.142850,193.22
41.348406,-84.142854,193.23
41.348411,-84.142858,193.23
41.348416,-84.142862,193.22
41.348422,-84.142866,193.16
41.348429,-84.142870,193.19
41.348435,-84.142874,193.16
41.348442,-84.142877,193.11
41.348448,-84.142879,193.14
41.348455,-84.142881,193.13
41.348464,-84.142884,193.14
41.348472,-84.142886,193.13
41.348480,-84.142888,193.12
41.348489,-84.142889,193.09
41.348496,-84.142891,193.10
41.348503,-84.142892,193.10
41.348511,-84.142893,193.10
41.348518,-84.142894,193.10
41.348527,-84.142895,193.11
41.348535,-84.142896,193.04
41.348544,-84.142897,193.05
41.348552,-84.142898,193.04
41.348561,-84.142899,193.04
41.348576,-84.142900,193.05
41.348588,-84.142902,193.05
41.348598,-84.142903,193.06
41.348607,-84.142904,193.05
41.348615,-84.142905,193.04
41.348625,-84.142907,193.07
41.348631,-84.142908,193.07
41.348642,-84.142909,193.10
41.348649,-84.142910,193.09
41.348660,-84.142912,193.10
41.348668,-84.142913,193.18
41.348682,-84.142915,193.03
41.348692,-84.142917,193.08
41.348701,-84.142919,193.09
41.348711,-84.142920,193.05
41.348720,-84.142922,193.04
41.348731,-84.142924,193.07
41.348741,-84.142925,193.09
41.348750,-84.142927,193.06
41.348760,-84.142928,193.10
41.348770,-84.142929,193.07
41.348779,-84.142930,193.12
41.348789,-84.142931,193.06
41.348800,-84.142932,193.21
41.348812,-84.142933,192.99
41.348823,-84.142934,192.91
41.348831,-84.142935,192.86
41.348843,-84.142936,192.84
41.348853,-84.142936,192.85
41.348862,-84.142937,192.84
41.348871,-84.142937,192.81
41.348884,-84.142938,192.78
41.348893,-84.142939,192.76
41.348905,-84.142940,192.76
41.348913,-84.142940,192.76
41.348924,-84.142941,192.81
41.348934,-84.142942,192.73
41.348944,-84.142943,192.74
41.348955,-84.142944,192.72
41.348965,-84.142944,192.76
41.348975,-84.142945,192.74
41.348986,-84.142946,192.73
41.348996,-84.142946,192.73
41.349006,-84.142947,192.74
41.349016,-84.142948,192.74
41.349024,-84.142948,192.73
41.349037,-84.142949,192.73
41.349048,-84.142950,192.64
41.349058,-84.142950,192.65
41.349068,-84.142951,192.62
41.349079,-84.142952,192.58
41.349089,-84.142952,192.54
41.349102,-84.142953,192.53
41.349114,-84.142954,192.54
41.349124,-84.142954,192.53
41.349136,-84.142955,192.54
41.349147,-84.142956,192.64
41.349159,-84.142957,192.55
41.349174,-84.142959,192.59
41.349184,-84.142960,192.59
41.349197,-84.142961,192.61
41.349207,-84.142962,192.60
41.349219,-84.142963,192.68
41.349230,-84.142965,192.70
41.349240,-84.142966,192.69
41.349250,-84.142967,192.67
41.349262,-84.142968,192.62
41.349272,-84.142969,192.59
41.349284,-84.142971,192.56
41.349297,-84.142973,192.54
41.349307,-84.142974,192.50
41.349319,-84.142976,192.48
41.349328,-84.142977,192.44
41.349339,-84.142978,192.40
41.349350,-84.142980,192.40
41.349362,-84.142981,192.38
41.349376,-84.142983,192.39
41.349390,-84.142985,192.40
41.349402,-84.142987,192.37
41.349416,-84.142989,192.38
41.349426,-84.142990,192.38
41.349437,-84.142992,192.50
41.349454,-84.142994,192.34
41.349466,-84.142996,192.34
41.349478,-84.142998,192.34
41.349492,-84.143000,192.35
41.349505,-84.143002,192.36
41.349519,-84.143005,192.33
41.349531,-84.143007,192.33
41.349541,-84.143008,192.30
41.349555,-84.143011,192.36
41.349569,-84.143013,192.29
41.349581,-84.143016,192.27
41.349595,-84.143018,192.25
41.349608,-84.143020,192.21
41.349622,-84.143022,192.21
41.349634,-84.143023,192.21
41.349647,-84.143025,192.19
41.349661,-84.143027,192.19
41.349675,-84.143029,192.16
41.349689,-84.143031,192.16
41.349702,-84.143033,192.15
41.349716,-84.143035,192.13
41.349730,-84.143038,192.13
41.349741,-84.143040,192.12
41.349753,-84.143042,192.10
41.349768,-84.143045,192.10
41.349780,-84.143047,192.08
41.349791,-84.143049,192.08
41.349803,-84.143051,192.08
41.349819,-84.143054,192.07
41.349839,-84.143057,192.06
41.349854,-84.143060,192.06
41.349866,-84.143062,192.05
41.349879,-84.143065,192.03
41.349891,-84.143067,192.00
41.349902,-84.143069,191.99
41.349914,-84.143071,191.99
41.349925,-84.143073,192.00
41.349938,-84.143074,191.97
41.349949,-84.143077,191.96
41.349960,-84.143078,191.94
41.349971,-84.143080,191.92
41.349983,-84.143082,191.92
41.349996,-84.143084,191.89
41.350005,-84.143085,191.90
41.350018,-84.143087,191.87
41.350031,-84.143089,191.86
41.350044,-84.143090,191.87
41.350057,-84.143092,191.84
41.350068,-84.143093,191.81
41.350079,-84.143094,191.82
41.350092,-84.143096,191.77
41.350101,-84.143097,191.78
41.350118,-84.143099,191.74
41.350129,-84.143100,191.75
41.350142,-84.143102,191.75
41.350153,-84.143103,191.72
41.350166,-84.143104,191.73
41.350179,-84.143105,191.73
41.350192,-84.143106,191.73
41.350203,-84.143107,191.75
41.350216,-84.143108,191.74
41.350227,-84.143109,191.74
41.350240,-84.143110,191.72
41.350253,-84.143111,191.69
41.350264,-84.143111,191.69
41.350277,-84.143112,191.72
41.350290,-84.143112,191.65
41.350301,-84.143113,191.62
41.350314,-84.143113,191.65
41.350327,-84.143113,191.69
41.350338,-84.143113,191.69
41.350351,-84.143113,191.72
41.350362,-84.143113,191.79
41.350375,-84.143113,191.71
41.350388,-84.143113,191.75
41.350397,-84.143112,191.66
41.350412,-84.143112,191.86
41.350423,-84.143111,191.72
41.350436,-84.143110,191.82
41.350447,-84.143109,191.85
41.350459,-84.143109,191.82
41.350470,-84.143109,191.81
41.350481,-84.143109,191.80
41.350491,-84.143109,191.90
41.350503,-84.143110,191.81
41.350518,-84.143110,191.87
41.350527,-84.143111,191.87
41.350538,-84.143112,191.76
41.350553,-84.143113,191.76
41.350566,-84.143113,191.76
41.350577,-84.143114,191.78
41.350590,-84.143115,191.82
41.350600,-84.143116,191.82
41.350616,-84.143118,191.85
41.350629,-84.143119,191.84
41.350640,-84.143121,191.81
41.350651,-84.143122,191.85
41.350664,-84.143123,191.84
41.350677,-84.143125,191.87
41.350688,-84.143127,191.87
41.350701,-84.143129,191.84
41.350712,-84.143131,191.86
41.350725,-84.143132,191.87
41.350736,-84.143134,191.89
41.350750,-84.143136,191.84
41.350761,-84.143138,191.81
41.350772,-84.143139,191.84
41.350788,-84.143142,191.87
41.350799,-84.143143,191.85
41.350812,-84.143145,191.83
41.350823,-84.143146,191.84
41.350834,-84.143147,191.84
41.350847,-84.143149,191.83
41.350860,-84.143150,191.87
41.350869,-84.143151,191.89
41.350882,-84.143152,192.01
41.350898,-84.143154,192.01
41.350913,-84.143155,192.14
41.350924,-84.143156,192.16
41.350941,-84.143157,192.13
41.350954,-84.143158,192.07
41.350969,-84.143159,192.09
41.350982,-84.143159,192.06
41.350995,-84.143160,192.05
41.351009,-84.143161,192.05
41.351022,-84.143161,192.05
41.351034,-84.143161,192.06
41.351047,-84.143162,192.08
41.351061,-84.143162,192.05
41.351076,-84.143163,192.10
41.351091,-84.143163,192.08
41.351105,-84.143164,192.12
41.351225,-84.144112,193.55
41.351228,-84.144113,193.63
41.351231,-84.144114,193.57
41.351233,-84.144114,193.56
41.351235,-84.144114,193.50
41.351238,-84.144114,193.54
41.351240,-84.144114,193.54
41.351242,-84.144114,193.57
41.351245,-84.144113,193.56
41.351247,-84.144112,193.53
41.351248,-84.144111,193.51
41.351251,-84.144108,193.44
41.351253,-84.144106,193.45
41.351254,-84.144103,193.44
41.351256,-84.144100,193.42
41.351257,-84.144096,193.32
41.351259,-84.144092,193.28
41.351260,-84.144087,193.29
41.351262,-84.144081,193.22
41.351264,-84.144075,193.19
41.351265,-84.144068,193.17
41.351267,-84.144060,193.14
41.351269,-84.144052,193.14
41.351270,-84.144045,193.15
41.351272,-84.144036,193.06
41.351274,-84.144027,193.00
41.351276,-84.144019,192.98
41.351278,-84.144009,192.96
41.351280,-84.143995,192.93
41.351282,-84.143985,192.88
41.351285,-84.143975,192.83
41.351287,-84.143964,192.85
41.351289,-84.143953,192.75
41.351291,-84.143941,192.70
41.351293,-84.143928,192.71
41.351295,-84.143916,192.67
41.351298,-84.143903,192.61
41.351300,-84.143891,192.73
41.351302,-84.143877,192.55
41.351305,-84.143863,192.61
41.351308,-84.143849,192.70
41.351311,-84.143836,192.74
41.351313,-84.143824,192.59
41.351315,-84.143810,192.64
41.351318,-84.143796,192.50
41.351321,-84.143783,192.50
41.351324,-84.143769,192.56
41.351327,-84.143755,192.54
41.351330,-84.143742,192.57
41.351334,-84.143724,192.47
41.351337,-84.143711,192.45
41.351340,-84.143697,192.47
41.351342,-84.143685,192.48
41.351346,-84.143668,192.46
41.351349,-84.143652,192.50
41.351353,-84.143638,192.56
41.351356,-84.143624,192.45
41.351359,-84.143610,192.46
41.351363,-84.143596,192.49
41.351366,-84.143581,192.48
41.351369,-84.143569,192.45
41.351372,-84.143555,192.41
41.351376,-84.143538,192.40
41.351380,-84.143522,192.38
41.351384,-84.143507,192.36
41.351387,-84.143493,192.47
41.351391,-84.143479,192.55
41.351395,-84.143464,192.45
41.351398,-84.143448,192.46
41.351401,-84.143435,192.48
41.351405,-84.143419,192.46
41.351409,-84.143407,192.41
41.351412,-84.143392,192.53
41.351416,-84.143376,192.42
41.351419,-84.143362,192.39
41.351422,-84.143347,192.31
41.351426,-84.143331,192.25
41.351429,-84.143316,192.28
41.351433,-84.143300,192.24
41.351436,-84.143286,192.29
41.351439,-84.143271,192.31
41.351443,-84.143255,192.28
41.351446,-84.143240,192.32
41.351449,-84.143224,192.35
41.351453,-84.143209,192.32
41.351456,-84.143195,192.34
41.351459,-84.143178,192.45
41.351462,-84.143164,192.46
41.351465,-84.143149,192.45
41.351469,-84.143133,192.43
41.351471,-84.143120,192.39
41.351475,-84.143103,192.40
41.351478,-84.143089,192.33
41.351482,-84.143072,192.33
41.351485,-84.143058,192.28
41.351488,-84.143043,192.27
41.351491,-84.143027,192.22
41.351494,-84.143012,192.20
41.351498,-84.142996,192.18
41.351502,-84.142979,192.25
41.351505,-84.142965,192.33
41.351508,-84.142948,192.38
41.351511,-84.142934,192.44
41.351515,-84.142919,192.47
41.351518,-84.142905,192.54
41.351521,-84.142890,192.58
41.351524,-84.142876,192.58
41.351527,-84.142861,192.59
41.351530,-84.142845,192.57
41.351534,-84.142830,192.57
41.351536,-84.142818,192.54
41.351539,-84.142803,192.54
41.351542,-84.142789,192.59
41.351545,-84.142774,192.55
41.351549,-84.142758,192.53
41.351551,-84.142746,192.63
41.351555,-84.142730,192.51
41.351557,-84.142718,192.69
41.351560,-84.142704,192.75
41.351563,-84.142690,192.82
41.351566,-84.142678,192.87
41.351568,-84.142666,192.93
41.351571,-84.142652,192.93
41.351573,-84.142640,192.93
41.351576,-84.142628,192.95
41.351579,-84.142616,192.94
41.351582,-84.142602,192.92
41.351584,-84.142590,192.92
41.351587,-84.142578,192.95
41.351590,-84.142563,192.98
41.351593,-84.142551,192.99
41.351595,-84.142542,192.99
41.351598,-84.142530,193.04
41.351600,-84.142520,193.06
41.351601,-84.142511,193.04
41.351603,-84.142500,193.09
41.351603,-84.142492,193.18
41.351603,-84.142485,193.15
41.351604,-84.142477,193.20
41.351604,-84.142467,193.17
41.351604,-84.142460,193.12
41.351604,-84.142454,193.15
41.345061,-84.143561,192.04
41.345060,-84.143557,192.05
41.345060,-84.143551,192.06
41.345060,-84.143545,192.11
41.345061,-84.143539,192.13
41.345062,-84.143533,192.11
41.345064,-84.143527,192.11
41.345067,-84.143521,192.11
41.345069,-84.143516,192.10
41.345073,-84.143511,192.05
41.345076,-84.143507,192.02
41.345079,-84.143503,192.03
41.345084,-84.143498,191.99
41.345088,-84.143494,192.00
41.345093,-84.143490,192.03
41.345097,-84.143488,192.01
41.345102,-84.143484,192.00
41.345107,-84.143481,192.01
41.345113,-84.143478,192.01
41.345118,-84.143476,191.98
41.345123,-84.143474,191.95
41.345127,-84.143472,191.97
41.345132,-84.143471,191.97
41.345137,-84.143469,191.97
41.345143,-84.143468,191.98
41.345148,-84.143467,192.00
41.345156,-84.143466,192.00
41.345161,-84.143464,192.00
41.345167,-84.143465,191.99
41.345173,-84.143464,191.96
41.345178,-84.143463,192.00
41.345185,-84.143464,191.97
41.345190,-84.143464,191.97
41.345196,-84.143464,191.97
41.345201,-84.143464,191.96
41.345208,-84.143465,191.98
41.345214,-84.143466,191.99
41.345220,-84.143466,191.98
41.345228,-84.143468,191.97
41.345234,-84.143469,191.96
41.345240,-84.143469,192.01
41.345248,-84.143470,191.97
41.345255,-84.143471,191.98
41.345262,-84.143472,191.97
41.345269,-84.143473,191.96
41.345276,-84.143474,191.96
41.345284,-84.143474,191.97
41.345293,-84.143475,191.95
41.345301,-84.143476,191.95
41.345310,-84.143476,191.94
41.345318,-84.143477,191.97
41.345327,-84.143478,192.14
41.345334,-84.143479,191.92
41.345343,-84.143480,191.93
