Latitude_WGS84,Longitude_WGS84,Elev_m_NAVD88
41.405175,-83.996274,190.94
41.405183,-83.996271,190.90
41.405194,-83.996267,190.90
41.405203,-83.996263,190.87
41.405213,-83.996259,190.84
41.405224,-83.996255,190.86
41.405233,-83.996252,190.84
41.405244,-83.996248,190.80
41.405254,-83.996244,190.80
41.405265,-83.996240,190.81
41.405274,-83.996237,190.79
41.405285,-83.996233,190.83
41.405294,-83.996230,190.84
41.405307,-83.996227,190.87
41.405318,-83.996223,190.88
41.405328,-83.996221,190.86
41.405337,-83.996218,190.82
41.405348,-83.996215,190.82
41.405358,-83.996212,190.83
41.405367,-83.996210,190.78
41.405379,-83.996207,190.81
41.405387,-83.996205,190.81
41.405398,-83.996203,190.77
41.405406,-83.996201,190.73
41.405419,-83.996198,190.70
41.405429,-83.996197,190.71
41.405439,-83.996195,190.69
41.405451,-83.996192,190.69
41.405462,-83.996190,190.65
41.405472,-83.996188,190.63
41.405482,-83.996186,190.74
41.405492,-83.996184,190.89
41.405504,-83.996182,190.96
41.405516,-83.996180,190.88
41.405526,-83.996178,190.76
41.405536,-83.996177,190.73
41.405547,-83.996175,190.72
41.405557,-83.996173,190.71
41.405567,-83.996172,190.74
41.405578,-83.996170,190.65
41.405589,-83.996168,190.62
41.405596,-83.996166,190.63
41.405607,-83.996165,190.62
41.405617,-83.996163,190.67
41.405628,-83.996161,190.77
41.405637,-83.996159,190.79
41.405646,-83.996158,190.86
41.405651,-83.996157,190.88
41.405662,-83.996155,190.90
41.405671,-83.996153,190.89
41.405680,-83.996151,190.87
41.405691,-83.996149,190.92
41.405700,-83.996147,190.96
41.405709,-83.996146,190.98
41.405719,-83.996144,190.98
41.405728,-83.996142,191.04
41.405739,-83.996140,191.07
41.405748,-83.996138,191.11
41.405759,-83.996136,191.17
41.405767,-83.996135,191.14
41.405778,-83.996133,191.12
41.405786,-83.996131,191.09
41.405797,-83.996129,191.06
41.405806,-83.996128,191.05
41.405815,-83.996126,191.10
41.405825,-83.996125,191.10
41.405835,-83.996124,191.12
41.405846,-83.996124,191.23
41.405854,-83.996123,191.36
41.405864,-83.996123,191.54
41.405874,-83.996124,191.66
41.405881,-83.996124,191.70
41.405891,-83.996125,191.76
41.405898,-83.996127,191.83
41.405904,-83.996129,191.88
41.405909,-83.996130,191.94
41.405913,-83.996131,191.96
41.405916,-83.996133,192.04
41.405920,-83.996134,192.07
41.405923,-83.996136,192.11
41.405925,-83.996137,192.14
41.405928,-83.996138,192.18
41.406851,-83.999296,193.11
41.406853,-83.999293,193.07
41.406855,-83.999290,193.17
41.406856,-83.999289,193.16
41.406858,-83.999286,193.20
41.406859,-83.999284,193.21
41.406860,-83.999281,193.21
41.406861,-83.999279,193.20
41.406862,-83.999276,193.24
41.406862,-83.999274,193.25
41.406863,-83.999271,193.27
41.406863,-83.999268,193.26
41.406863,-83.999266,193.27
41.406863,-83.999264,193.27
41.406862,-83.999261,193.28
41.406862,-83.999259,193.30
41.406861,-83.999256,193.26
41.406860,-83.999253,193.26
41.406859,-83.999251,193.27
41.406857,-83.999249,193.28
41.406856,-83.999247,193.28
41.406855,-83.999246,193.27
41.406854,-83.999244,193.26
41.406852,-83.999243,193.28
41.406851,-83.999242,193.30
41.406849,-83.999240,193.25
41.406847,-83.999239,193.24
41.406844,-83.999239,193.21
41.406842,-83.999239,193.15
41.406840,-83.999239,193.20
41.406838,-83.999240,193.20
41.406834,-83.999243,193.15
41.406832,-83.999245,193.13
41.406828,-83.999248,193.08
41.406825,-83.999250,193.05
41.406821,-83.999254,193.01
41.406817,-83.999257,192.91
41.406813,-83.999260,192.86
41.406810,-83.999262,192.79
41.406805,-83.999266,192.75
41.406800,-83.999270,192.71
41.406796,-83.999273,192.74
41.406793,-83.999275,192.55
41.406789,-83.999278,192.53
41.406784,-83.999282,192.48
41.406778,-83.999285,192.44
41.406774,-83.999288,192.38
41.406769,-83.999291,192.34
41.406764,-83.999294,192.31
41.406760,-83.999296,192.23
41.406754,-83.999299,192.20
41.406746,-83.999303,192.09
41.406740,-83.999306,192.09
41.406735,-83.999308,192.01
41.406730,-83.999311,191.99
41.406725,-83.999312,191.97
41.406720,-83.999314,191.95
41.406715,-83.999316,191.94
41.406710,-83.999318,191.90
41.406704,-83.999320,191.90
41.406699,-83.999322,191.94
41.406696,-83.999322,191.94
41.406690,-83.999324,191.96
41.406685,-83.999325,191.97
41.406679,-83.999327,191.93
41.406674,-83.999328,191.93
41.406668,-83.999329,191.92
41.406662,-83.999330,191.95
41.406657,-83.999332,191.93
41.406651,-83.999332,191.91
41.406646,-83.999333,191.85
41.406641,-83.999334,191.78
41.406637,-83.999334,191.74
41.406633,-83.999335,191.73
41.406627,-83.999335,191.74
41.406622,-83.999336,191.73
41.406615,-83.999336,191.71
41.406608,-83.999337,191.75
41.406603,-83.999337,191.76
41.406598,-83.999336,191.76
41.406592,-83.999336,191.78
41.406588,-83.999336,191.74
41.406582,-83.999336,191.76
41.406577,-83.999337,191.76
41.406570,-83.999338,191.79
41.406565,-83.999339,191.77
41.406558,-83.999340,191.79
41.406551,-83.999341,191.74
41.406544,-83.999343,191.70
41.406539,-83.999344,191.67
41.406532,-83.999346,191.70
41.406527,-83.999348,191.68
41.406520,-83.999349,191.68
41.406513,-83.999351,191.72
41.406502,-83.999355,191.72
41.406495,-83.999357,191.68
41.406488,-83.999359,191.71
41.406481,-83.999361,191.74
41.406473,-83.999364,191.77
41.406467,-83.999365,191.74
41.406459,-83.999367,191.80
41.406453,-83.999369,191.84
41.406446,-83.999371,191.88
41.406439,-83.999373,191.92
41.406432,-83.999376,191.86
41.406425,-83.999378,191.84
41.406418,-83.999381,191.79
41.406411,-83.999384,191.80
41.406405,-83.999387,191.78
41.406402,-83.999388,191.78
41.406395,-83.999391,191.82
41.406389,-83.999394,191.87
41.406382,-83.999398,191.84
41.406376,-83.999401,191.85
41.406368,-83.999405,191.84
41.406362,-83.999409,191.81
41.406356,-83.999412,191.77
41.406349,-83.999416,191.69
41.406346,-83.999417,191.67
41.406341,-83.999420,191.70
41.406332,-83.999424,191.75
41.406325,-83.999428,191.73
41.406317,-83.999433,191.76
41.406310,-83.999436,191.76
41.406304,-83.999439,191.81
41.406296,-83.999444,191.78
41.406290,-83.999448,191.79
41.406285,-83.999451,191.82
41.406282,-83.999453,191.79
41.406275,-83.999457,191.84
41.406272,-83.999459,191.87
41.406266,-83.999463,191.88
41.406259,-83.999468,191.87
41.406251,-83.999473,191.87
41.406245,-83.999476,191.84
41.406239,-83.999480,191.80
41.406232,-83.999484,191.79
41.406225,-83.999488,191.82
41.406219,-83.999492,191.72
41.406211,-83.999496,191.71
41.406204,-83.999499,191.72
41.406198,-83.999502,191.70
41.406192,-83.999506,191.72
41.406184,-83.999509,191.67
41.406177,-83.999513,191.63
41.406170,-83.999516,191.63
41.406163,-83.999519,191.63
41.406156,-83.999523,191.65
41.406151,-83.999526,191.65
41.406142,-83.999530,191.66
41.406135,-83.999533,191.67
41.406129,-83.999536,191.73
41.406122,-83.999539,191.74
41.406115,-83.999542,191.71
41.406108,-83.999546,191.77
41.406102,-83.999548,191.73
41.406095,-83.999551,191.73
41.406087,-83.999555,191.78
41.406081,-83.999558,191.78
41.406074,-83.999562,191.77
41.406068,-83.999565,191.75
41.406062,-83.999569,191.72
41.406056,-83.999572,191.70
41.406048,-83.999577,191.70
41.406041,-83.999581,191.66
41.406035,-83.999584,191.61
41.406029,-83.999588,191.59
41.406023,-83.999591,191.56
41.406018,-83.999594,191.58
41.406009,-83.999599,191.58
41.406007,-83.999601,191.55
41.406000,-83.999604,191.55
41.405994,-83.999608,191.49
41.405988,-83.999611,191.46
41.405982,-83.999613,191.48
41.405977,-83.999616,191.45
41.405972,-83.999619,191.41
41.405967,-83.999621,191.39
41.405962,-83.999623,191.37
41.405957,-83.999625,191.38
41.405953,-83.999627,191.35
41.405948,-83.999629,191.38
41.405944,-83.999631,191.37
41.405939,-83.999633,191.57
41.405934,-83.999635,191.61
41.405929,-83.999638,191.26
41.405925,-83.999640,191.28
41.405920,-83.999642,191.24
41.405916,-83.999644,191.22
41.405910,-83.999647,191.18
41.405906,-83.999648,191.15
41.405903,-83.999650,191.11
41.405898,-83.999652,191.07
41.405892,-83.999654,191.05
41.405888,-83.999656,191.04
41.405883,-83.999658,191.03
41.405879,-83.999660,191.01
41.405874,-83.999662,190.99
41.405867,-83.999664,190.95
41.405863,-83.999665,190.91
41.405858,-83.999667,190.92
41.405853,-83.999668,190.87
41.405849,-83.999670,190.89
41.405844,-83.999672,190.90
41.405838,-83.999673,190.89
41.405833,-83.999675,190.89
41.405830,-83.999676,190.90
41.405825,-83.999678,190.91
41.405820,-83.999679,190.95
41.405816,-83.999681,191.00
41.405811,-83.999682,190.90
41.405806,-83.999684,190.99
41.405802,-83.999686,191.03
41.405797,-83.999688,191.01
41.405792,-83.999690,191.03
41.405788,-83.999692,191.01
41.405783,-83.999694,191.01
41.405780,-83.999695,191.03
41.405775,-83.999698,191.06
41.405771,-83.999700,191.00
41.405766,-83.999702,191.19
41.405761,-83.999704,191.11
41.405758,-83.999706,191.11
41.405754,-83.999708,191.09
41.405750,-83.999710,191.09
41.405745,-83.999713,191.10
41.405741,-83.999715,191.04
41.405736,-83.999718,191.01
41.405731,-83.999721,191.04
41.405726,-83.999724,191.11
41.405723,-83.999726,191.14
41.405718,-83.999729,191.17
41.405715,-83.999731,191.16
41.405710,-83.999734,191.15
41.405708,-83.999735,191.16
41.405704,-83.999737,191.14
41.405699,-83.999740,191.12
41.405695,-83.999742,191.12
41.405691,-83.999744,191.14
41.405686,-83.999747,191.14
41.405682,-83.999749,191.12
41.405677,-83.999752,191.12
41.405673,-83.999754,191.12
41.405669,-83.999756,191.13
41.405664,-83.999759,191.12
41.405660,-83.999761,191.16
41.405656,-83.999763,191.16
41.405651,-83.999766,191.13
41.405647,-83.999768,191.13
41.405642,-83.999770,191.11
41.405638,-83.999772,191.13
41.405634,-83.999774,191.05
41.405628,-83.999777,191.00
41.405624,-83.999779,190.91
41.405619,-83.999781,191.24
41.405616,-83.999783,191.34
41.405611,-83.999785,191.33
41.405607,-83.999787,191.27
41.405603,-83.999789,191.29
41.405599,-83.999791,191.29
41.405594,-83.999793,191.22
41.405589,-83.999795,191.21
41.405585,-83.999797,191.22
41.405581,-83.999799,191.29
41.405575,-83.999801,191.26
41.405571,-83.999803,191.28
41.405566,-83.999805,191.34
41.405560,-83.999808,191.36
41.405556,-83.999809,191.34
41.405553,-83.999811,191.37
41.405547,-83.999813,191.37
41.405542,-83.999816,191.40
41.405538,-83.999817,191.38
41.405534,-83.999820,191.33
41.405530,-83.999822,191.34
41.405526,-83.999824,191.32
41.405522,-83.999826,191.29
41.405518,-83.999828,191.28
41.405515,-83.999830,191.27
41.405509,-83.999833,191.26
41.405506,-83.999836,191.20
41.405501,-83.999838,191.24
41.405498,-83.999841,191.19
41.405494,-83.999843,191.23
41.405490,-83.999846,191.20
41.405486,-83.999849,191.23
41.405482,-83.999852,191.20
41.405479,-83.999855,191.20
41.405475,-83.999858,191.18
41.405471,-83.999861,191.16
41.405468,-83.999864,191.16
41.405464,-83.999867,191.18
41.405460,-83.999870,191.16
41.405457,-83.999872,191.15
41.405453,-83.999876,191.17
41.405449,-83.999879,191.14
41.405446,-83.999882,191.13
41.405442,-83.999885,191.14
41.405439,-83.999888,191.14
41.405435,-83.999891,191.14
41.405432,-83.999895,191.15
41.405428,-83.999898,191.14
41.405425,-83.999901,191.13
41.405421,-83.999904,191.15
41.405418,-83.999907,191.16
41.405414,-83.999911,191.17
41.405410,-83.999914,191.17
41.405406,-83.999918,191.20
41.405403,-83.999921,191.19
41.405400,-83.999924,191.22
41.405395,-83.999928,191.27
41.405391,-83.999932,191.27
41.405388,-83.999935,191.23
41.405385,-83.999938,191.43
41.405381,-83.999942,191.38
41.405378,-83.999945,191.36
41.405374,-83.999949,191.38
41.405370,-83.999952,191.37
41.405367,-83.999955,191.34
41.405362,-83.999959,191.37
41.405359,-83.999963,191.39
41.405355,-83.999966,191.38
41.405351,-83.999970,191.39
41.405348,-83.999972,191.40
41.405344,-83.999976,191.39
41.405340,-83.999980,191.31
41.405336,-83.999984,191.55
41.405335,-83.999986,191.55
41.405331,-83.999989,191.44
41.405328,-83.999992,191.47
41.405323,-83.999996,191.45
41.405320,-83.999999,191.48
41.405316,-84.000002,191.47
41.405312,-84.000006,191.50
41.405308,-84.000009,191.46
41.405304,-84.000012,191.45
41.405301,-84.000015,191.49
41.405297,-84.000018,191.53
41.405293,-84.000021,191.56
41.405289,-84.000024,191.57
41.405285,-84.000027,191.55
41.405281,-84.000030,191.52
41.405278,-84.000032,191.49
41.405274,-84.000036,191.43
41.405270,-84.000038,191.44
41.405265,-84.000042,191.47
41.405261,-84.000046,191.46
41.405257,-84.000048,191.47
41.405253,-84.000052,191.48
41.405248,-84.000055,191.48
41.405244,-84.000058,191.47
41.405239,-84.000061,191.50
41.405235,-84.000064,191.52
41.405231,-84.000067,191.54
41.405227,-84.000070,191.54
41.405223,-84.000072,191.53
41.405219,-84.000074,191.52
41.405214,-84.000078,191.55
41.405211,-84.000080,191.53
41.405206,-84.000083,191.55
41.405202,-84.000085,191.55
41.405198,-84.000088,191.54
41.405194,-84.000090,191.57
41.405189,-84.000093,191.54
41.405185,-84.000096,191.50
41.405181,-84.000098,191.48
41.405178,-84.000101,191.47
41.405172,-84.000104,191.45
41.405169,-84.000106,191.43
41.405165,-84.000109,191.46
41.405161,-84.000111,191.44
41.405156,-84.000115,191.41
41.405152,-84.000118,191.38
41.405148,-84.000121,191.36
41.405144,-84.000124,191.35
41.405140,-84.000128,191.35
41.405135,-84.000131,191.38
41.405131,-84.000134,191.38
41.405126,-84.000137,191.37
41.405121,-84.000140,191.36
41.405117,-84.000142,191.33
41.405112,-84.000144,191.32
41.405108,-84.000146,191.34
41.405103,-84.000148,191.35
41.405098,-84.000150,191.34
41.405093,-84.000152,191.31
41.405089,-84.000154,191.32
41.405084,-84.000156,191.32
41.405080,-84.000157,191.30
41.405076,-84.000158,191.30
41.405070,-84.000161,191.32
41.405065,-84.000162,191.35
41.405061,-84.000164,191.33
41.405057,-84.000166,191.30
41.405052,-84.000168,191.32
41.405047,-84.000170,191.36
41.405043,-84.000172,191.30
41.405038,-84.000174,191.31
41.405034,-84.000176,191.30
41.405029,-84.000178,191.27
41.405025,-84.000180,191.28
41.405020,-84.000183,191.32
41.405015,-84.000185,191.30
41.405010,-84.000188,191.31
41.405005,-84.000190,191.30
41.405000,-84.000193,191.31
41.404995,-84.000195,191.33
41.404990,-84.000198,191.33
41.404985,-84.000200,191.31
41.404980,-84.000202,191.33
41.404975,-84.000205,191.37
41.404971,-84.000207,191.41
41.404965,-84.000210,191.41
41.404960,-84.000213,191.35
41.404955,-84.000216,191.33
41.404950,-84.000219,191.36
41.404946,-84.000221,191.35
41.404944,-84.000222,191.37
41.404939,-84.000226,191.36
41.404933,-84.000229,191.38
41.404928,-84.000232,191.41
41.404923,-84.000235,191.39
41.404918,-84.000238,191.41
41.404913,-84.000242,191.45
41.404909,-84.000245,191.46
41.404904,-84.000248,191.48
41.404899,-84.000251,191.51
41.404895,-84.000254,191.51
41.404890,-84.000258,191.50
41.404885,-84.000261,191.53
41.404881,-84.000264,191.52
41.404876,-84.000267,191.54
41.404872,-84.000270,191.55
41.404867,-84.000274,191.59
41.404862,-84.000277,191.57
41.404858,-84.000280,191.53
41.404853,-84.000283,191.42
41.404849,-84.000287,191.38
41.404845,-84.000289,191.57
41.404840,-84.000293,191.59
41.404835,-84.000297,191.62
41.404831,-84.000301,191.63
41.404826,-84.000304,191.66
41.404824,-84.000306,191.66
41.404819,-84.000309,191.67
41.404815,-84.000313,191.71
41.404810,-84.000316,191.70
41.404807,-84.000319,191.72
41.404801,-84.000323,191.75
41.404797,-84.000326,191.76
41.404793,-84.000329,191.78
41.404787,-84.000333,191.80
41.404783,-84.000336,191.84
41.404778,-84.000340,191.87
41.404774,-84.000343,191.87
41.404769,-84.000347,191.88
41.404765,-84.000349,191.90
41.404762,-84.000352,191.90
41.404757,-84.000355,191.95
41.404753,-84.000358,192.00
41.404747,-84.000361,192.01
41.404742,-84.000365,192.07
41.404737,-84.000368,192.11
41.404730,-84.000373,192.16
41.404725,-84.000376,192.21
41.404719,-84.000380,192.24
41.404714,-84.000384,192.27
41.404708,-84.000387,192.30
41.404702,-84.000391,192.33
41.404697,-84.000395,192.39
41.404692,-84.000398,192.40
41.404686,-84.000401,192.40
41.404679,-84.000406,192.41
41.404674,-84.000409,192.41
41.404669,-84.000412,192.43
41.404664,-84.000415,192.44
41.404658,-84.000419,192.44
41.404655,-84.000421,192.44
41.404649,-84.000425,192.44
41.404645,-84.000428,192.44
41.404639,-84.000431,192.55
41.404634,-84.000435,192.38
41.404629,-84.000438,192.47
41.404623,-84.000442,192.47
41.404618,-84.000445,192.49
41.404613,-84.000449,192.54
41.404608,-84.000452,192.56
41.404603,-84.000455,192.56
41.404598,-84.000459,192.54
41.404593,-84.000462,192.54
41.404588,-84.000465,192.54
41.404582,-84.000469,192.53
41.404578,-84.000472,192.48
41.404573,-84.000476,192.49
41.404567,-84.000479,192.50
41.404561,-84.000483,192.51
41.404556,-84.000487,192.51
41.404551,-84.000490,192.54
41.404544,-84.000494,192.55
41.404539,-84.000497,192.48
41.404534,-84.000499,192.56
41.404528,-84.000503,192.60
41.404522,-84.000506,192.60
41.404516,-84.000509,192.59
41.404510,-84.000512,192.61
41.404505,-84.000515,192.59
41.404499,-84.000518,192.59
41.404494,-84.000520,192.61
41.404487,-84.000523,192.60
41.404481,-84.000527,192.61
41.404475,-84.000529,192.62
41.404469,-84.000532,192.55
41.404464,-84.000535,192.60
41.404459,-84.000538,192.54
41.404452,-84.000541,192.58
41.404447,-84.000544,192.59
41.404442,-84.000547,192.58
41.404435,-84.000551,192.58
41.404430,-84.000554,192.59
41.404424,-84.000557,192.53
41.404419,-84.000560,192.62
41.404413,-84.000564,192.61
41.404408,-84.000567,192.59
41.404403,-84.000570,192.59
41.404397,-84.000574,192.60
41.404391,-84.000578,192.63
41.404386,-84.000581,192.62
41.404381,-84.000584,192.58
41.404375,-84.000589,192.70
41.404370,-84.000592,192.71
41.404365,-84.000596,192.66
41.404359,-84.000600,192.66
41.404354,-84.000603,192.67
41.404349,-84.000607,192.69
41.404344,-84.000610,192.74
41.404338,-84.000614,192.77
41.404334,-84.000618,192.75
41.404328,-84.000621,192.75
41.404323,-84.000625,192.73
41.404319,-84.000628,192.74
41.404313,-84.000633,192.75
41.404308,-84.000637,192.71
41.404304,-84.000640,192.80
41.404298,-84.000645,192.82
41.404293,-84.000650,192.87
41.404289,-84.000653,192.90
41.404283,-84.000658,192.96
41.404279,-84.000662,192.97
41.404274,-84.000665,193.04
41.404269,-84.000670,193.07
41.404265,-84.000673,193.12
41.404261,-84.000677,193.17
41.404258,-84.000680,193.17
41.404255,-84.000683,193.26
41.404251,-84.000686,193.34
41.404248,-84.000688,193.31
41.404246,-84.000690,193.38
41.404244,-84.000692,193.37
41.404241,-84.000694,193.46
41.404239,-84.000696,193.52
41.404238,-84.000698,193.52
41.404236,-84.000700,193.52
41.404234,-84.000701,193.57
41.404232,-84.000703,193.58
41.404231,-84.000705,193.60
41.404229,-84.000706,193.63
41.404228,-84.000708,193.68
41.404227,-84.000709,193.70
41.404226,-84.000711,193.72
41.404220,-84.000751,193.88
41.404221,-84.000753,193.84
41.404222,-84.000756,193.84
41.404223,-84.000758,193.86
41.404224,-84.000760,193.82
41.404225,-84.000762,193.85
41.404226,-84.000763,193.85
41.404227,-84.000765,193.85
41.404228,-84.000767,193.80
41.404229,-84.000768,193.83
41.404230,-84.000770,193.83
41.404230,-84.000771,193.80
41.404231,-84.000773,193.84
41.404232,-84.000774,193.85
41.404233,-84.000776,193.86
41.404233,-84.000777,193.84
41.404234,-84.000779,193.82
41.404235,-84.000780,193.83
41.404235,-84.000781,193.82
41.404236,-84.000782,193.82
41.404237,-84.000784,193.83
41.404237,-84.000785,193.82
41.404238,-84.000786,193.81
41.404239,-84.000788,193.81
41.404240,-84.000789,193.81
41.404241,-84.000790,193.79
41.404242,-84.000791,193.76
41.404243,-84.000792,193.79
41.404244,-84.000793,193.73
41.404246,-84.000794,193.76
41.404247,-84.000794,193.73
41.404248,-84.000795,193.75
41.404250,-84.000794,193.73
41.404252,-84.000794,193.70
41.404254,-84.000794,193.69
41.404256,-84.000793,193.67
41.404258,-84.000793,193.66
41.404260,-84.000792,193.64
41.404262,-84.000791,193.61
41.404265,-84.000790,193.53
41.404267,-84.000789,193.54
41.404270,-84.000788,193.50
41.404272,-84.000787,193.48
41.404275,-84.000786,193.47
41.404277,-84.000785,193.45
41.404280,-84.000784,193.42
41.404283,-84.000783,193.38
41.404285,-84.000782,193.35
41.404287,-84.000781,193.33
41.404290,-84.000780,193.26
41.404292,-84.000779,193.24
41.404296,-84.000778,193.21
41.404299,-84.000777,193.23
41.404301,-84.000777,193.21
41.404304,-84.000776,193.13
41.404307,-84.000775,193.09
41.404310,-84.000774,193.08
41.404313,-84.000773,193.04
41.404316,-84.000773,193.03
41.404319,-84.000772,193.00
41.404322,-84.000771,192.98
41.404324,-84.000770,192.97
41.404328,-84.000769,192.95
41.404332,-84.000768,192.92
41.404335,-84.000767,192.92
41.404338,-84.000766,192.92
41.404341,-84.000764,192.90
41.404344,-84.000763,192.83
41.404348,-84.000762,192.83
41.404351,-84.000760,192.78
41.404355,-84.000759,192.81
41.404358,-84.000758,192.80
41.404362,-84.000756,192.78
41.404365,-84.000755,192.76
41.404368,-84.000753,192.77
41.404372,-84.000752,192.75
41.404375,-84.000750,192.73
41.404379,-84.000749,192.73
41.404382,-84.000748,192.74
41.404385,-84.000746,192.72
41.404388,-84.000745,192.69
41.404393,-84.000743,192.65
41.404397,-84.000741,192.64
41.404400,-84.000740,192.62
41.404404,-84.000738,192.62
41.404407,-84.000736,192.63
41.404411,-84.000734,192.66
41.404415,-84.000732,192.64
41.404419,-84.000731,192.64
41.404422,-84.000729,192.65
41.404425,-84.000727,192.64
41.404429,-84.000725,192.64
41.404432,-84.000723,192.64
41.404436,-84.000722,192.64
41.404439,-84.000719,192.62
41.404442,-84.000718,192.64
41.404446,-84.000716,192.62
41.404449,-84.000714,192.60
41.404452,-84.000712,192.57
41.404456,-84.000709,192.60
41.404459,-84.000707,192.58
41.404462,-84.000704,192.55
41.404466,-84.000702,192.56
41.404469,-84.000699,192.54
41.404472,-84.000697,192.53
41.404476,-84.000694,192.55
41.404480,-84.000692,192.53
41.404483,-84.000689,192.55
41.404486,-84.000687,192.53
41.404490,-84.000684,192.55
41.404494,-84.000681,192.55
41.404497,-84.000679,192.56
41.404501,-84.000676,192.50
41.404505,-84.000673,192.55
41.404509,-84.000670,192.57
41.404512,-84.000668,192.58
41.404517,-84.000665,192.55
41.404520,-84.000662,192.61
41.404525,-84.000659,192.61
41.404529,-84.000656,192.58
41.404532,-84.000654,192.60
41.404537,-84.000650,192.58
41.404541,-84.000648,192.60
41.404545,-84.000644,192.57
41.404549,-84.000642,192.58
41.404553,-84.000638,192.58
41.404558,-84.000635,192.55
41.404563,-84.000631,192.58
41.404567,-84.000628,192.58
41.404570,-84.000625,192.59
41.404575,-84.000621,192.57
41.404580,-84.000618,192.55
41.404584,-84.000615,192.54
41.404589,-84.000612,192.55
41.404592,-84.000609,192.54
41.404597,-84.000606,192.45
41.404602,-84.000603,192.51
41.404606,-84.000601,192.49
41.404613,-84.000597,192.51
41.404617,-84.000594,192.50
41.404622,-84.000591,192.48
41.404627,-84.000588,192.46
41.404631,-84.000586,192.43
41.404636,-84.000583,192.44
41.404640,-84.000581,192.49
41.404645,-84.000578,192.51
41.404649,-84.000576,192.54
41.404655,-84.000572,192.48
41.404660,-84.000570,192.46
41.404664,-84.000567,192.46
41.404667,-84.000566,192.43
41.404672,-84.000563,192.37
41.404677,-84.000560,192.67
41.404681,-84.000558,192.53
41.404685,-84.000556,192.45
41.404688,-84.000554,192.42
41.404693,-84.000551,192.41
41.404697,-84.000549,192.41
41.404704,-84.000545,192.37
41.404709,-84.000542,192.34
41.404713,-84.000539,192.32
41.404718,-84.000537,192.28
41.404722,-84.000534,192.27
41.404728,-84.000530,192.25
41.404733,-84.000527,192.20
41.404738,-84.000524,192.18
41.404742,-84.000521,192.15
41.404747,-84.000518,192.13
41.404752,-84.000515,192.12
41.404757,-84.000512,192.11
41.404762,-84.000509,192.10
41.404764,-84.000507,192.09
41.404769,-84.000504,192.07
41.404774,-84.000501,192.04
41.404779,-84.000498,192.04
41.404784,-84.000494,192.02
41.404788,-84.000491,191.99
41.404792,-84.000488,191.97
41.404797,-84.000486,191.96
41.404800,-84.000483,191.93
41.404805,-84.000480,191.92
41.404808,-84.000478,191.89
41.404814,-84.000474,191.88
41.404818,-84.000471,191.88
41.404822,-84.000468,191.86
41.404827,-84.000464,191.84
41.404831,-84.000461,191.84
41.404836,-84.000458,191.81
41.404840,-84.000455,191.79
41.404844,-84.000452,191.79
41.404847,-84.000450,191.78
41.404851,-84.000447,191.77
41.404855,-84.000444,191.75
41.404859,-84.000441,191.78
41.404863,-84.000438,191.72
41.404867,-84.000436,191.69
41.404871,-84.000432,191.69
41.404875,-84.000430,191.70
41.404880,-84.000426,191.69
41.404884,-84.000423,191.67
41.404888,-84.000420,191.65
41.404892,-84.000417,191.65
41.404896,-84.000413,191.64
41.404901,-84.000410,191.63
41.404905,-84.000407,191.62
41.404909,-84.000404,191.62
41.404914,-84.000400,191.60
41.404918,-84.000397,191.60
41.404924,-84.000393,191.61
41.404929,-84.000389,191.58
41.404933,-84.000386,191.59
41.404938,-84.000383,191.56
41.404943,-84.000380,191.55
41.404947,-84.000376,191.52
41.404950,-84.000375,191.51
41.404954,-84.000371,191.50
41.404960,-84.000367,191.47
41.404965,-84.000364,191.46
41.404970,-84.000360,191.43
41.404974,-84.000357,191.41
41.404979,-84.000353,191.39
41.404984,-84.000349,191.40
41.404989,-84.000345,191.37
41.404994,-84.000341,191.39
41.404999,-84.000337,191.41
41.405004,-84.000332,191.37
41.405009,-84.000328,191.37
41.405014,-84.000323,191.38
41.405020,-84.000319,191.40
41.405026,-84.000313,191.41
41.405030,-84.000310,191.38
41.405037,-84.000304,191.38
41.405043,-84.000300,191.38
41.405049,-84.000296,191.37
41.405054,-84.000292,191.37
41.405060,-84.000288,191.36
41.405065,-84.000285,191.36
41.405070,-84.000281,191.38
41.405076,-84.000277,191.37
41.405081,-84.000274,191.36
41.405086,-84.000271,191.35
41.405092,-84.000267,191.33
41.405098,-84.000263,191.29
41.405103,-84.000260,191.30
41.405109,-84.000257,191.32
41.405115,-84.000253,191.31
41.405117,-84.000252,191.31
41.405119,-84.000251,191.32
41.405126,-84.000247,191.31
41.405131,-84.000243,191.33
41.405136,-84.000241,191.34
41.405142,-84.000237,191.36
41.405148,-84.000234,191.38
41.405152,-84.000231,191.42
41.405158,-84.000227,191.41
41.405164,-84.000224,191.41
41.405169,-84.000221,191.43
41.405175,-84.000217,191.43
41.405180,-84.000214,191.41
41.405185,-84.000211,191.40
41.405190,-84.000208,191.40
41.405196,-84.000204,191.38
41.405201,-84.000200,191.43
41.405206,-84.000197,191.49
41.405211,-84.000193,191.52
41.405217,-84.000189,191.53
41.405221,-84.000186,191.53
41.405226,-84.000182,191.52
41.405233,-84.000177,191.66
41.405238,-84.000174,191.52
41.405243,-84.000170,191.52
41.405249,-84.000166,191.54
41.405254,-84.000162,191.57
41.405259,-84.000159,191.61
41.405265,-84.000154,191.54
41.405271,-84.000150,191.52
41.405276,-84.000146,191.56
41.405281,-84.000143,191.64
41.405287,-84.000139,191.63
41.405292,-84.000135,191.63
